"ID","RUT_EMPRESA_O_PRODUCTOR_MINERO","NOMBRE_EMPRESA_O_PRODUCTOR_MINERO","NOMBRE_FAENA","NOMBRE_INSTALACION","TIPO_DEPOSITO","RECURSO","TIPO_MINERIA","CANTIDAD_MUROS__CONTENCION_","CUT_REG","CUT_PROV","CUT_COM","REGION","PROVINCIA","COMUNA","UTM_NORTE","UTM_ESTE","DATUM","HUSO","LATITUD","LONGITUD","ESTADO_INSTALACION","METODO_CONSTRUCTIVO_MURO","VOL_AUTORIZADO","VOL_ACTUAL","TONELAJE_AUTORIZADO","TONELAJE_ACTUAL","RES_APRUEBA","FECHA_RES_APRUEBA","RES_PDC_APRUEBA","FECHA_RES_PDC","Shape_Length","Shape_Area"
"0372-4N","96571770-6","COMPAÑIA MINERA FLORIDA S.A.","FAENA TAMBILLOS","DEPOSITO FILTRADO","FILTRADO","COBRE","METÁLICO","0","4","41","4102","Coquimbo","Elqui","Coquimbo","66565198775","2842477167","WGS84","19S","-302036927784972","-712412952183094","ACTIVO","NO APLICA","3312293","1547369","6790200","3094737","1869","7/6/2018","","","215647683169125","206370062523605"
"0374-7C","96768970-K","LAS PALMAS SPA","LAS PALMAS ","LAS PALMAS","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","7","71","7107","Maule","Talca","Pencahue","61028612373","2487973187","WGS84","19S","-351858402645356","-717587477624562","INACTIVO","","205120","","307680","","16","1/10/1997","","","194725786374754","102547432082428"
"0383-4N","77603897-0","GESTIONES E INVERSIONES SAN FRANCISCO SPA","FAENA BLANCA AURORA","TRANQUE DE RELAVES PLANTA BLANCA AURORA","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4104","Coquimbo","Elqui","La Higuera","67490198678","2960614504","WGS84","19S","-293714979511338","-711011380860683","ACTIVO","AGUAS ABAJO","78431","","120000","","727","12/23/2024","","","399820804119517","100944228847287"
"0399-4N","77390538-K","LA HIGUERA MINERALS SPA","PROFESOR ALDO LETTURA","ALDO LETTURA","EMBALSE","COBRE","METÁLICO","1","4","41","4104","Coquimbo","Elqui","La Higuera","67521526161","2914767618","WGS84","19S","-293424908738814","-711477529060175","INACTIVO","EXCAVACION TERRENO","33500","","73700","","1261","8/22/2016","","","354372578236149","81594049275619"
"0400-4N","77390538-K","LA HIGUERA MINERALS SPA","PROFESOR ALDO LETTURA","DEPOSITO ALDO LETTURA","ACOPIO","COBRE","METÁLICO","","4","41","4104","Coquimbo","Elqui","La Higuera","67521181499","2913049764","WGS84","19S","-293427732438602","-711495277589401","INACTIVO","NO APLICA","4364","","6546","","1638","11/17/2015","","","301946930665508","520246201180382"
"0403-4N","76009185-5","CIA. MINERA QUEBRADA HONDA","PLANTA SAN ALEJANDRO (EX TRAPICHE)","SAN ALEJANDRO 1 (EX TRAPICHE 1)","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","41","4104","Coquimbo","Elqui","La Higuera","67505148979","2938431337","WGS84","19S","-293576519093983","-711237000744502","INACTIVO","","25672","","38508","","897","12/13/1995","","","262265306223901","43054940022409"
"0412-4N","78801520-8","CIA. MINERA SAN GERONIMO","TALCUNA","SOCORRO 5","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66920359282","3168529685","WGS84","19S","-298887058696874","-708966375259864","INACTIVO","EJE CENTRAL","274332","","411498","","2169","10/6/2004","1530","5/15/2015","834696236471748","440160201207749"
"0413-4N","78801520-8","CIA. MINERA SAN GERONIMO","TALCUNA","SOCORRO 6","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66923898463","317117602","WGS84","19S","-298855529532616","-708938379192528","INACTIVO","AGUAS ABAJO","1669765","2533571","2584340","3800357","2169","10/6/2004","1530","5/15/2015","146057159003748","104664006489808"
"0414-4N","78801520-8","CIA. MINERA SAN GERONIMO","TALCUNA","HUMO CORRAL","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66913419332","3109868897","WGS84","19S","-298940782634374","-709574787947389","ACTIVO","AGUAS ABAJO","11733334","10591522","17600000","15887283","916","10/13/2010","1530","5/15/2015","400914038106793","354830553226089"
"0415-4N","78801520-8","CIA. MINERA SAN GERONIMO","TALCUNA","LA HIGUERA","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66920442661","3171858704","WGS84","19S","-298886801680775","-708931902049567","INACTIVO","EJE CENTRAL","415450","","623175","","621","2/20/2002","1530","5/15/2015","744164177460781","290769271061067"
"0420-4N","76480648-4","INVERSIONES TRES PLUMAS LTDA","PAJONALES","PAJONALES","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4101","Coquimbo","Elqui","La Serena","66853132734","2941768665","WGS84","19S","-299457501278595","-711326310960813","INACTIVO","AGUAS ARRIBA","132000","","198000","","150","2/1/1985","","","655302032618409","278140647959412"
"0422-4N","79721970-3","MINERA DON ALBERTO","FAENA LAS VACAS","LAS VACAS 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4203","Coquimbo","Choapa","Los Vilos","64718762259","2805117204","WGS84","19S","-31867748410164","-713201181306847","INACTIVO","AGUAS ABAJO","262500","","380625","","652","8/28/1995","","","88660727854416","520650923642659"
"0423-4N","79721970-3","MINERA DON ALBERTO","FAENA LAS VACAS","LAS VACAS 2","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4203","Coquimbo","Choapa","Los Vilos","64718502715","2807086155","WGS84","19S","-318680203287886","-713180441516029","INACTIVO","AGUAS ARRIBA","250000","","375000","","652","8/28/1995","","","780313556118596","367088003668567"
"0424-4N","79721970-3","MINERA DON ALBERTO","FAENA LAS VACAS","LAS VACAS SUR","EMBALSE","COBRE","METÁLICO","1","4","42","4203","Coquimbo","Choapa","Los Vilos","64712181879","2804819731","WGS84","19S","-318736746055468","-713205810857827","ACTIVO","AGUAS ABAJO","2057743","438996","3086615","821702","1848","5/31/2012","","","150969647186623","123724156464177"
"0438-4N","6894258-6","IVAN ALFREDO TELLO ANDRADE","PLANTA IVAN TELLO ANDRADE","TRANQUE 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","43","4301","Coquimbo","Limarí","Ovalle","65784335347","2444108761","WGS84","19S","-308998438855622","-716740239964328","INACTIVO","EJE CENTRAL","35000","","52500","","","","","","258700551590946","31733205661725"
"0439-4N","6894258-6","IVAN ALFREDO TELLO ANDRADE","PLANTA IVAN TELLO ANDRADE","TRANQUE 2","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","43","4301","Coquimbo","Limarí","Ovalle","65784560239","244310986","WGS84","19S","-308996195801333","-716750624639413","INACTIVO","EJE CENTRAL","26500","","39750","","488","5/11/1984","","","530528456843803","160272623634388"
"0440-4N","6894258-6","IVAN ALFREDO TELLO ANDRADE","PLANTA IVAN TELLO ANDRADE","TRANQUE 3","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","43","4301","Coquimbo","Limarí","Ovalle","65784283575","244148315","WGS84","19S","-308998337589366","-716767697302586","INACTIVO","EJE CENTRAL","4000","","6000","","","","","","653602887096306","209921518025306"
"0441-4N","6894258-6","IVAN ALFREDO TELLO ANDRADE","PLANTA IVAN TELLO ANDRADE","ACOPIO 5 (EX MONICA 1)","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","43","4301","Coquimbo","Limarí","Ovalle","65786868085","2443112886","WGS84","19S","-308975394689366","-716750014239397","INACTIVO","AGUAS ARRIBA","30500","","44225","","","","","","557265168613622","2307356769337"
"0442-4N","6894258-6","IVAN ALFREDO TELLO ANDRADE","PLANTA IVAN TELLO ANDRADE","MONICA 2","EMBALSE","ORO","METÁLICO","0","4","43","4301","Coquimbo","Limarí","Ovalle","6578949834","2445723349","WGS84","19S","-308952251055981","-7167220699458","INACTIVO","EXCAVACION TERRENO","35000","","50750","","","","","","821068477136657","32354510096694"
"0445-4N","76043773-5","SCM VENTANA MINERALS ","FAENA TRIMINERALS  EX LA COLONIA","EX LA COLONIA 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65033600578","2991205795","WGS84","19S","-315873267602143","-711170659442476","INACTIVO","AGUAS ARRIBA","4100","","6150","","180","2/5/1988","","","248973844146555","435277698385119"
"0447-4N","14575855-6","JUAN POLO DABED","FAENA TUNQUEN EX EL ALMENDRO","TUNQUEN 4 (EX EL ALMENDRO 4)","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65166380473","3005838787","WGS84","19S","-314678616236718","-710989727613973","INACTIVO","AGUAS ARRIBA","73900","","110850","","205","2/7/1986","","","482214332506154","102516207095647"
"0448-4N","14575855-6","JUAN POLO DABED","FAENA TUNQUEN EX EL ALMENDRO","TUNQUEN 5 (EX EL ALMENDRO 5)","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65164946954","3006076904","WGS84","19S","-314691582625442","-710987511212968","INACTIVO","EJE CENTRAL","199750","","299625","","205","2/7/1986","","","636702903426303","185207349379839"
"0449-4N","14575855-6","JUAN POLO DABED","FAENA TUNQUEN","TUNQUEN","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","6515399928","3014084471","WGS84","19S","-314791671185706","-710905468446181","ACTIVO","","1641600","35681","2462400","70971","1177","4/2/2003","","","946187930111666","356923125766985"
"0450-4N","77526263-K","SOC. MINERA MONTE ALTO SpA","PLANTA MINERA AURORA VILLABLANCA SPA","EMBALSE SEGURA","EMBALSE","COBRE-ORO","METÁLICO","1","4","43","4302","Coquimbo","Limarí","Combarbalá","65796581417","2925223409","WGS84","19S","-308982264962964","-711707637186618","ACTIVO","AGUAS ABAJO","9600","1716","14400","2575","1873","12/11/2014","","","232421343183997","367597991440566"
"0452-4N","77294324-5","MINERA BMR SPA","ALTOS DE PUNITAQUI","TAMAYA (EX LOS MANTOS 1-2)","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","43","4304","Coquimbo","Limarí","Punitaqui","65838025327","2864994508","WGS84","19S","-308597861240936","-712328720235967","INACTIVO","EJE CENTRAL","3157334","3021682","4736000","4532523","639","7/25/2008","2122","8/21/2015","112382425263383","8696426326544"
"0454-4N","77294324-5","MINERA BMR SPA","ALTOS DE PUNITAQUI","TRANQUE 3 (EX TAMAYA 3)","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","43","4304","Coquimbo","Limarí","Punitaqui","65839536265","2871350052","WGS84","19S","-308585382134321","-712261979026494","ACTIVO","EJE CENTRAL","531865","138809","946721","253849","613","3/10/2015","2122","8/21/2015","190197091338509","20512991035401"
"0455-4N","77294324-5","MINERA BMR SPA","ALTOS DE PUNITAQUI","DEPOSITO ESPESADO","ESPESADO","ORO","METÁLICO","2","4","43","4304","Coquimbo","Limarí","Punitaqui","65834569363","2870631504","WGS84","19S","-308630037395759","-712270524556113","ACTIVO","EJE CENTRAL","2750000","2473368","5500000","3710053","2243","9/4/2015","2122","8/21/2015","140005862017846","111289569232139"
"0468-4N","79516980-6","CIA. MINERA PORTEZUELO","PLANTA PORTEZUELO","PORTEZUELO 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65021707571","2983256782","WGS84","19S","-315979106386524","-711256820779676","INACTIVO","AGUAS ARRIBA","46186","","69279","","411","4/10/1984","3313","10/13/2003","431716006767231","119436620998393"
"0470-4N","77146347-9","PLANTA DE BENEFICIO RCM FARELLON SANCHEZ SPA","PLANTA DE BENEFICIO RCM FARELLON SANCHEZ","DON ROBERTO (EX FARELLON SANCHEZ 1-2)","EMBALSE","COBRE-ORO","METÁLICO","0","4","42","4201","Coquimbo","Choapa","Illapel","65186200119","3078049063","WGS84","19S","-314512135389771","-710226239162731","INACTIVO","EXCAVACION TERRENO","875","","1312","","66","1/19/1990","","","191730204802085","272265417121736"
"0471-4N","78199020-5","SLM FLAMENCA UNA DE FARELLON SANCHEZ","FAENA SLM FLAMENCA UNA DE FARELLON SANCHEZ","LETICIA 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65183873795","3077940621","WGS84","19S","-314533093713374","-710227830717496","INACTIVO","AGUAS ARRIBA","7350","","11025","","","","","","356940942635339","905617513076838"
"0475-4N","4244655-6","MANUEL AGUIRRE BUSTAMANTE","FAENA LA FORTUNA","LA FORTUNA 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65230410047","3018316939","WGS84","19S","-314103432214273","-710845673925159","INACTIVO","AGUAS ARRIBA","1345","","2017","","1002","10/19/1987","913","3/25/2014","328850127712711","53726044473117"
"0476-4N","4244655-6","MANUEL AGUIRRE BUSTAMANTE","FAENA LA FORTUNA","LA FORTUNA 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","652298412","3018414687","WGS84","19S","-314108578031378","-710844759718316","INACTIVO","AGUAS ARRIBA","21870","","32805","","1002","10/19/1989","913","3/25/2014","310425088639561","578002654450971"
"0477-4N","4244655-6","MANUEL AGUIRRE BUSTAMANTE","PLANTA LA FORTUNA","LA FORTUNA 3","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65229242306","3018240554","WGS84","19S","-314113948267345","-710846709882295","INACTIVO","AGUAS ARRIBA","5670","","8505","","","","913","3/25/2014","310890082758543","631300043420595"
"0478-4N","4244655-6","MANUEL AGUIRRE BUSTAMANTE","FAENA LA FORTUNA","EMBALSE FORTUNA","EMBALSE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","6523110788","301843048","WGS84","19S","-314097159512615","-710844341078017","ACTIVO","","31168","12510","46752","18765","1547","11/3/2015","913","3/25/2014","282578616779515","540531445909297"
"0479-4N","76120887-K","EDUARDO LERY LERY","FAENA KATTIA","KATTIA 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65270862799","3031028926","WGS84","19S","-313740846755342","-710704020072745","INACTIVO","AGUAS ARRIBA","85388","","128082","","204","2/7/1986","1894","7/27/2015","428436201438996","131921224218761"
"0480-4N","76120887-K","EDUARDO LERY LERY","FAENA KATTIA","KATTIA 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","6527231243","3030455636","WGS84","19S","-313727678436614","-710709758147755","INACTIVO","AGUAS ARRIBA","47141","","70711","","204","2/7/1986","","","33126529671519","749017173474735"
"0486-4N","76336246-9","SOC. MINERA LOS VILOS","FAENA DON MARCIAL GARCIA","LOS GLADIADORES","EMBALSE","ORO-COBRE","METÁLICO","0","4","42","4203","Coquimbo","Choapa","Los Vilos","64644136567","2986234688","WGS84","19S","-319383773806045","-711303345181628","INACTIVO","EXCAVACION TERRENO","24000","3167","36000","4750","690","4/15/2009","","","989047803641564","400440908712077"
"0487-4N","76336246-9","SOC. MINERA LOS VILOS","FAENA DON MARCIAL GARCIA","MARCIAL GARCIA","ACOPIO","ORO-COBRE","METÁLICO","","4","42","4203","Coquimbo","Choapa","Los Vilos","64645271747","2987671116","WGS84","19S","-319373794166265","-711287922383402","INACTIVO","NO APLICA","2200","","3297","","","","","","168185101978138","193040286816805"
"0488-4N","96790240-3","MINERA LOS PELAMBRES","FAENA LOS PELAMBRES","EL CHINCHE","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4204","Coquimbo","Choapa","Salamanca","6475771741","3493838026","WGS84","19S","-318438172042922","-705917917175459","INACTIVO","","2820100","","4230150","","","","1603","6/15/2015","304961713980579","2250334380796"
"0489-4N","96790240-3","MINERA LOS PELAMBRES","FAENA LOS PELAMBRES","LOS QUILLAYES","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4204","Coquimbo","Choapa","Salamanca","64756013206","348085474","WGS84","19S","-318451817233858","-706055351842932","ACTIVO","AGUAS ABAJO","259890073","259215937705","396000000","395304305","3331","10/17/2003","1603","6/15/2015","151374323164558","3838398503473"
"0490-4N","96790240-3","MINERA LOS PELAMBRES","FAENA LOS PELAMBRES","EL MAURO","TRANQUE DE RELAVE","COBRE-MOLIBDENO","METÁLICO","2","4","42","4203","Coquimbo","Choapa","Los Vilos","64616262818","3088435943","WGS84","19S","-319652762867716","-710228272753702","ACTIVO","AGUAS ABAJO","1133333333","5976020053333","1700000000","896403008","2623","12/29/2004","1603","6/15/2015","286886751126137","993911546310379"
"0500-4N","89274000-3","COMPAÑIA EXPLOTADORA DE MINAS SPA","LOS PINGOS","LOS PINGOS 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","43","4303","Coquimbo","Limarí","Monte Patria","65751888709","3570818522","WGS84","19S","-309481111934828","-704961668566006","INACTIVO","","346939","","520408","","2930","10/29/2010","259","2/9/2016","784564081942607","402688405220106"
"0501-RM","89274000-3","CEMIN","PLANTA BATUCO","EMBALSE DE RELAVES","EMBALSE","COBRE","METÁLICO","1","13","133","13302","Metropolitana de Santiago","Chacabuco","Lampa","63187711797","3290137872","WGS84","19S","-332565303312594","-708355817697864","INACTIVO","","26636","","39954","","69","1/17/1992","771","8/7/2007","642208425664314","155845009636529"
"0502-RM","89274000-3","CEMIN","PLANTA BATUCO","TRANQUE DE RELAVE 1-PRISMA DE SEGURIDAD-CIERRE MEJORADO","TRANQUE DE RELAVE","COBRE","METÁLICO","1","13","133","13302","Metropolitana de Santiago","Chacabuco","Lampa","63188500712","3287111861","WGS84","19S","-332557711096742","-708388139148904","INACTIVO","","170000","","250000","","33","1/9/1989","771","8/7/2007","141370767474993","801999499117197"
"0505-4N","79735190-3","SLM TESORO I DE LA HIGUERA","FAENA TESORO","TESORO 1-2-3","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4104","Coquimbo","Elqui","La Higuera","6750130077","2994377008","WGS84","19S","-293620277658685","-710661699167917","INACTIVO","AGUAS ARRIBA","51206","","76809","","","","1292","5/3/2002","688330078912503","209163499895407"
"0506-4N","79735190-3","SLM TESORO I DE LA HIGUERA","FAENA TESORO","TESORO 4","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4104","Coquimbo","Elqui","La Higuera","67501088351","2995893055","WGS84","19S","-29362243539189","-710646128100083","ACTIVO","EJE CENTRAL","166800","121704","235188","302125","1253","5/26/2005","","","550581851468641","183612153977111"
"0510-4N","12445826-9","DINKA RAMIREZ ALBALLAY ","SAN LUIS","SAN LUIS","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4101","Coquimbo","Elqui","La Serena","66762662489","3036267851","WGS84","19S","-300288923415785","-710364339854896","INACTIVO","AGUAS ARRIBA","33163","33278","49745","47984","825","8/30/1989","","","335376808294572","645259967235983"
"0511-4N","13745695-8","MAURICIO ALBURQUENQUE NUÑEZ","SANTA TERESITA","SANTA TERESITA 1","TRANQUE DE RELAVE","ORO-COBRE","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66541753082","3013371596","WGS84","19S","-302277514033017","-710643075635256","INACTIVO","AGUAS ARRIBA","100800","","151200","","188","2/4/1986","","","213453111583295","336268997677535"
"0512-4N","13745695-8","MAURICIO ALBURQUENQUE NUÑEZ","SANTA TERESITA","SANTA TERESITA 2","TRANQUE DE RELAVE","ORO-COBRE","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","6654227318","3012529689","WGS84","19S","-302272685765562","-710651721081459","ACTIVO","AGUAS ARRIBA","74000","44312","111000","665","2146","10/15/2014","","","379269193143017","854250380640431"
"0518-4N","76095379-2","INVERSIONES SINAXIS S.A","FAENA RIGOBERTO VASQUEZ VERA","SANTA TERESA ","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65272393261","3034209316","WGS84","19S","-313727586169867","-710670294089743","INACTIVO","EJE CENTRAL","25000","","37500","","","","","","480867403956343","141196617939517"
"0519-4N","76095379-2","INVERSIONES SINAXIS S.A","FAENA RIGOBERTO VASQUEZ VERA","SANTA TERESA 2","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65271383477","3034129009","WGS84","19S","-313736677593139","-71067133746111","ACTIVO","EJE CENTRAL","148056","56574","222084","84862","270","3/1/2018","","","394169777544966","100945850040818"
"0522-4N","86527000-3","SLM NANCY PRIMERA (TOMAS PONCE)","FAENA PONCE","PONCE ","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66515884062","3001840646","WGS84","19S","-302508916967191","-710767734376608","ACTIVO","EJE CENTRAL","29424","11870","44137","17805","1031","7/7/2016","","","423304963555994","975558271965496"
"0523-4N","86527000-3","SLM NANCY PRIMERA (TOMAS PONCE)","FAENA PONCE","PONCE 1","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66515616979","3000684308","WGS84","19S","-302511135039795","-710779796786604","INACTIVO","AGUAS ARRIBA","7585","","11377","","121","1/28/1985","","","186716707043179","147487565891585"
"0524-4N","86527000-3","SLM NANCY PRIMERA (TOMAS PONCE)","FAENA PONCE","PONCE 2","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66514954555","3000775628","WGS84","19S","-302517124037785","-710778973957622","INACTIVO","AGUAS ARRIBA","7990","","11985","","","","","","159853607798898","133096132835196"
"0525-4N","86527000-3","SLM NANCY PRIMERA (TOMAS PONCE)","FAENA PONCE","PONCE 3","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66514700708","300087061","WGS84","19S","-302519428965439","-710778035502767","INACTIVO","AGUAS ARRIBA","9185","","13777","","","","","","356108963048501","353964001150173"
"0526-4N","86527000-3","SLM NANCY PRIMERA (TOMAS PONCE)","FAENA PONCE","PONCE 4","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66515262918","3000669468","WGS84","19S","-302514325624775","-710780018170976","INACTIVO","AGUAS ARRIBA","935","","1402","","","","","","14105384734158","118784099208407"
"0527-4N","86527000-3","SLM NANCY PRIMERA (TOMAS PONCE)","FAENA PONCE","PONCE 5","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66515308893","300135139","WGS84","19S","-302514023405226","-71077292580177","INACTIVO","AGUAS ARRIBA","1680","","2520","","","","","","32713441845611","55479267132055"
"0528-4N","86527000-3","SLM NANCY PRIMERA (TOMAS PONCE)","FAENA PONCE","PONCE 6","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66515901445","3001003932","WGS84","19S","-302508622322471","-710776422614553","INACTIVO","AGUAS ARRIBA","56667","51762","85000","77644","121","1/28/1985","","","266321593760782","380214102891267"
"0529-4N","76644818-6","INVERSIONES MINERAS PIZARRO SPA","FAENA MARIANITA","TRANQUE MARIANITA","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66794012885","3068990386","WGS84","19S","-300011380123273","-710019492755253","INACTIVO","AGUAS ARRIBA","70000","72848","105000","109272","2147","10/15/2014","2147","10/15/2014","404734459307301","103135392430603"
"0530-4N","76644818-6","INVERSIONES MINERAS PIZARRO SPA","FAENA MARIANITA","EMBALSE MARIANITA","EMBALSE","ORO","METÁLICO","0","4","41","4106","Coquimbo","Elqui","Vicuña","66794655343","3069172698","WGS84","19S","-300005614479761","-710017487280838","INACTIVO","EXCAVACION TERRENO","3790","72848","14706","109272","2147","10/15/2014","2147","10/15/2014","30983862080967","540084042775214"
"0531-4N","4953204-0","PEDRO FLORES DIAZ","PLANTA HORIZONTE","HORIZONTE 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65176870426","3054646793","WGS84","19S","-314592347369766","-710474217834903","INACTIVO","AGUAS ARRIBA","6300","","9450","","498","6/1/1987","625","4/9/2001","241180077216775","35217002981236"
"0532-4N","4953204-0","PEDRO FLORES DIAZ","PLANTA HORIZONTE","HORIZONTE 2","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65177030354","3054073459","WGS84","19S","-314590808865155","-710480217316435","INACTIVO","AGUAS ARRIBA","4900","","7350","","498","6/1/1987","625","4/9/2001","239302349260265","313612712418542"
"0533-4N","4953204-0","PEDRO FLORES DIAZ","PLANTA HORIZONTE","TRANQUE DE RELAVE","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65177019926","3053442683","WGS84","19S","-314590796728783","-710486854458499","INACTIVO","AGUAS ARRIBA","4900","","7350","","","","625","4/9/2001","129235747259995","958522104573617"
"0537-4N","85388000-0","SOC. MINERA CALIFORNIA (VICTOR NAZER)","FAENA NUEVA CALIFORNIA","TRANQUE DE RELAVES 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65054928252","3006143469","WGS84","19S","-315683568531132","-711009006581739","ACTIVO","AGUAS ABAJO","687388","101985","962000","68001","5","2/1/2006","","","58506469849951","211663791164605"
"0538-4N","85388000-0","SOC. MINERA CALIFORNIA (VICTOR NAZER)","FAENA NUEVA CALIFORNIA","TRANQUE DE RELAVES 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65055860929","3006175969","WGS84","19S","-315675164824987","-711008475709813","INACTIVO","EJE CENTRAL","84300","","126450","","","","","","314456897774207","552852716042972"
"0544-4N","6767792-7","SLM LA FORTUNA (GABRIEL GUERRA OLIVARES)","FAENA EL CANELILLO","EL CANELILLO","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65227460428","3018704492","WGS84","19S","-314130094199681","-710842187657463","INACTIVO","AGUAS ARRIBA","24216","","36324","","644","7/17/1987","","","382212385973577","845775857052636"
"0545-4N","76102677-1","SCM HMC GOLD","TAMBO DE ORO","TAMBO DE ORO","FILTRADO","ORO","METÁLICO","0","4","43","4304","Coquimbo","Limarí","Punitaqui","65844687967","2873677368","WGS84","19S","-308539349455484","-712236582524427","ACTIVO","NO APLICA","1338127","927712","2489304","1855424","1773","10/13/2022","","","176593302913216","163155893849554"
"0547-4N","6854266-9","JAIME PEREZ GOMEZ","FAENA EL ROMERO","EL ROMERO 1","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65224031063","3042991134","WGS84","19S","-314165144377272","-710587521597522","INACTIVO","AGUAS ARRIBA","14146","9684","21220","14301","535","5/10/1983","","","446312982152822","114109914562818"
"0548-4N","6854266-9","JAIME PEREZ GOMEZ","FAENA EL ROMERO","EL ROMERO 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65222795323","3042344925","WGS84","19S","-314176177587781","-71059455945668","ACTIVO","EJE CENTRAL","22184","19862","33277","29793","212","1/23/1998","","","484220311262323","142850447251843"
